,0
0,0.0
1,0.168222555337924
2,0.0
3,0.8878447830795747
4,0.3579780984019416
5,0.36239633211123096
6,0.713327105029854
7,0.3064858869972536
8,0.36047463514402245
9,0.17240154097964414
10,0.47054996996281495
11,0.43813433669630697
12,0.39591611810031596
13,0.5283285190933097
14,0.17094423089063432
15,0.3761242524700827
16,0.0
17,0.30632057683064945
18,0.1752339042547152
19,0.3916892742276815
