,0
0,0.8
1,0.4
2,0.8
3,0.8
4,0.4
5,0.6
6,0.6
7,0.6
8,0.4
9,0.6
10,1.0
11,0.8
12,0.8
13,0.8
14,0.4
15,0.4
16,0.6
17,0.6
18,0.8
19,1.0
