,0
0,0.5
1,0.375
2,0.75
3,0.625
4,0.5
5,0.375
6,0.5
7,0.375
8,0.375
9,0.375
10,0.625
11,0.625
12,0.625
13,0.625
14,0.625
15,0.625
16,0.5
17,0.625
18,0.625
19,0.625
