,0
0,0.8
1,0.4
2,0.8
3,0.8
4,0.4
5,0.6
6,0.4
7,0.2
8,0.0
9,0.6
10,0.6
11,0.4
12,0.4
13,0.8
14,0.2
15,0.6
16,0.4
17,0.8
18,0.8
19,0.4
