,0
0,0.28267080870639083
1,0.40546312004217544
2,0.3616197990656976
3,0.3671631580962231
4,0.38863648415698626
5,0.22712388564896993
6,0.31324131217493134
7,0.2458996664443631
8,0.17857320036831048
9,0.22979461657681732
10,0.42710525993048953
11,0.3986477641236996
12,0.4302836463670668
13,0.3295285681600255
14,0.3023952936172965
15,0.34614014929484377
16,0.46389950547339204
17,0.4464092416456782
18,0.3785824990958076
19,0.4021541173609363
