,0
0,0.8
1,0.4
2,0.4
3,0.2
4,0.6
5,0.4
6,0.6
7,0.6
8,0.4
9,0.4
10,0.6
11,0.6
12,0.4
13,0.2
14,0.4
15,0.4
16,0.4
17,0.6
18,0.6
19,0.6
