,0
0,0.625
1,0.375
2,0.5
3,0.375
4,0.625
5,0.375
6,0.625
7,0.5
8,0.375
9,0.375
10,0.5
11,0.5
12,0.375
13,0.375
14,0.5
15,0.5
16,0.375
17,0.5
18,0.375
19,0.5
